"","X29","X29.1","X29.2","X25","X29.3","X25.1","X26","X21","X29.4","X21.1","X21.2","X21.3","X29.5","X29.6","X29.7","X21.4","X21.5","X25.2","X21.6","X24","X29.8","DOC.CLASS"
"391",34,32,34,29,32,26,29,26,34,31,31,29,32,32,32,31,29,29,26,25,30,"tabloid"
"392",16,15,16,15,15,14,14,15,15,13,13,13,15,15,15,13,13,15,15,13,15,"tabloid"
"393",46,41,46,34,43,29,32,22,46,38,38,34,40,40,41,38,34,34,22,28,36,"tabloid"
"394",36,33,35,28,34,22,22,24,36,30,30,22,31,30,33,30,22,28,24,22,23,"tabloid"
"395",27,26,27,22,27,21,20,21,27,23,23,21,25,25,26,23,21,22,21,21,25,"tabloid"
"396",21,19,21,17,20,16,16,14,21,18,18,13,18,18,19,18,13,17,14,14,13,"tabloid"
"397",10,8,10,8,9,8,9,10,10,7,7,7,7,7,8,7,7,8,10,8,8,"tabloid"
"398",22,21,22,20,21,20,20,19,22,20,19,18,20,20,21,19,18,20,19,20,19,"tabloid"
"399",19,19,19,18,19,18,17,17,19,17,17,16,19,19,19,17,16,18,17,18,18,"tabloid"
"400",18,17,18,15,17,12,13,14,18,17,17,15,17,17,17,17,15,15,14,12,15,"tabloid"
"401",33,31,33,30,31,27,28,28,33,27,27,25,29,29,31,27,25,30,28,27,27,"tabloid"
"402",24,21,24,18,23,17,18,15,24,17,17,16,19,19,21,17,16,18,15,16,17,"tabloid"
"403",47,46,47,30,46,34,34,30,47,43,43,42,45,45,46,43,42,30,30,33,43,"tabloid"
"404",13,13,13,11,13,9,12,12,13,11,11,11,13,13,13,11,11,11,12,9,11,"tabloid"
"405",31,31,31,25,31,16,17,26,30,26,26,25,29,29,31,26,25,25,26,16,28,"tabloid"
"406",22,18,22,15,21,17,17,17,22,15,15,14,17,17,18,15,14,15,17,17,15,"tabloid"
"407",16,16,16,14,16,12,12,15,16,14,13,10,14,14,16,13,10,14,15,12,11,"tabloid"
"408",31,27,31,23,28,26,25,25,31,23,23,21,27,27,27,23,21,23,25,24,24,"tabloid"
"409",18,17,18,18,17,13,14,16,18,15,15,15,17,17,17,15,15,18,16,12,15,"tabloid"
"410",29,26,29,26,26,27,27,25,29,23,23,22,25,25,26,23,22,26,25,27,25,"tabloid"
"411",33,31,33,27,31,28,27,29,33,27,27,26,31,31,31,27,26,27,29,28,27,"tabloid"
"412",32,31,32,28,32,23,24,25,32,28,28,23,30,30,31,28,23,28,25,23,25,"tabloid"
"413",16,16,16,15,16,16,15,16,16,14,14,11,15,15,16,14,11,15,16,15,13,"tabloid"
"414",16,14,16,14,14,13,13,13,16,13,13,10,14,14,14,13,10,14,13,13,11,"tabloid"
"415",25,24,25,23,24,18,18,21,25,22,22,21,24,24,24,22,21,23,21,18,22,"tabloid"
"416",25,22,25,21,24,17,15,16,25,20,20,19,22,22,22,20,19,21,16,17,22,"tabloid"
"417",39,36,37,20,36,21,22,18,39,31,31,25,35,35,36,32,26,19,17,19,29,"tabloid"
"418",32,29,32,24,29,20,22,25,32,28,28,26,29,29,29,28,26,24,25,19,27,"tabloid"
"419",20,19,20,16,19,15,15,13,19,15,15,13,19,19,19,15,13,16,13,15,15,"tabloid"
"420",12,12,12,12,12,10,11,11,12,11,11,9,12,12,12,11,9,12,11,10,9,"tabloid"
"421",17,16,17,13,16,13,13,12,17,14,14,14,16,16,16,14,14,13,12,13,15,"tabloid"
"422",58,54,56,46,55,40,40,30,58,48,48,48,51,51,54,48,48,46,30,40,56,"tabloid"
"423",16,16,16,14,16,15,14,13,16,14,14,14,15,15,16,14,14,14,13,15,14,"tabloid"
"424",18,17,18,14,17,13,14,13,18,14,14,12,16,16,17,14,12,14,13,13,13,"tabloid"
"425",29,27,29,24,27,19,23,22,28,23,23,17,26,26,27,23,17,24,22,19,19,"tabloid"
"426",17,14,17,13,15,10,9,9,16,11,11,10,12,12,14,11,10,13,9,10,12,"tabloid"
"427",30,28,29,23,28,20,18,24,30,27,27,25,28,28,28,27,25,23,24,19,26,"tabloid"
"428",31,29,31,24,30,21,21,16,30,26,25,21,27,26,29,25,21,24,16,20,23,"tabloid"
"429",23,20,23,22,21,17,19,19,23,19,19,17,20,20,20,19,17,22,18,17,18,"tabloid"
"430",30,29,30,25,29,20,20,23,30,26,26,25,28,27,29,26,25,25,23,19,27,"tabloid"
"431",15,13,15,12,15,9,10,12,14,13,12,10,12,12,13,12,10,12,12,9,10,"tabloid"
"432",33,32,32,20,33,19,19,16,33,30,30,29,31,31,32,30,29,20,16,16,30,"tabloid"
"433",24,22,24,21,22,16,15,14,24,20,20,15,18,17,22,20,15,21,14,16,16,"tabloid"
"434",35,34,35,29,35,29,30,26,35,30,30,30,33,33,34,30,30,29,25,28,34,"tabloid"
"435",17,17,17,16,17,13,14,14,17,15,15,13,17,17,17,15,13,15,13,13,15,"tabloid"
"436",20,19,20,17,19,15,15,14,20,18,18,18,19,19,19,18,18,17,14,15,19,"tabloid"
"437",28,25,28,22,25,22,22,19,28,23,23,23,24,24,25,23,23,22,19,21,24,"tabloid"
"438",31,30,31,28,31,21,25,23,31,27,27,27,30,30,30,27,27,28,22,19,29,"tabloid"
"439",17,15,17,11,15,14,14,14,17,13,13,12,15,15,15,13,12,11,14,13,14,"tabloid"
"440",15,13,15,14,13,12,13,13,14,11,10,8,12,12,13,10,8,14,13,12,9,"tabloid"
"441",34,33,34,32,34,29,29,28,34,30,30,29,33,33,33,30,29,31,28,28,31,"tabloid"
"442",31,30,31,22,30,21,22,19,31,27,27,22,29,29,30,27,22,22,18,21,25,"tabloid"
"443",23,22,23,20,22,19,18,19,23,20,20,20,22,22,22,20,20,20,19,19,22,"tabloid"
"444",17,16,17,16,16,14,13,13,16,15,15,11,16,16,16,15,11,16,13,14,12,"tabloid"
"445",17,16,16,15,16,12,12,13,17,15,14,12,14,14,16,14,12,15,13,12,12,"tabloid"
"446",23,22,23,18,23,15,19,12,22,18,18,16,22,22,22,18,16,17,12,15,20,"tabloid"
"447",17,15,17,13,15,11,12,13,17,12,12,11,15,15,15,12,11,13,13,11,14,"tabloid"
"448",24,24,24,21,24,22,21,18,24,22,22,22,24,24,24,22,22,21,18,21,24,"tabloid"
"449",16,14,16,13,14,11,11,11,16,12,12,11,14,14,14,12,11,13,11,11,13,"tabloid"
"450",22,21,22,21,22,21,21,21,22,20,20,17,21,21,21,20,17,21,21,20,17,"tabloid"
"451",24,23,24,24,22,22,21,20,24,22,21,18,23,22,22,21,18,24,20,21,18,"tabloid"
"452",14,14,14,11,14,10,11,10,13,10,10,9,14,14,14,10,9,11,10,10,11,"tabloid"
"453",12,11,12,9,12,7,6,6,11,10,10,8,11,11,11,10,8,9,6,7,9,"tabloid"
"454",14,14,14,13,14,14,14,14,13,11,10,8,14,14,14,10,8,13,14,14,10,"tabloid"
"455",16,15,16,13,15,13,13,10,16,15,15,15,15,15,15,15,15,13,10,12,15,"tabloid"
"456",28,23,26,23,23,19,19,18,28,20,20,19,20,20,23,20,19,23,18,17,26,"tabloid"
"457",37,36,37,30,36,30,30,27,37,31,31,26,34,34,36,31,26,30,26,29,29,"tabloid"
"458",16,16,16,15,16,15,15,14,16,14,14,13,15,15,16,14,13,15,14,15,14,"tabloid"
"459",14,14,14,13,14,11,10,13,14,13,13,13,14,14,14,14,14,13,13,11,14,"tabloid"
"460",38,37,38,27,37,28,29,30,38,34,34,31,36,36,37,34,31,27,29,28,34,"tabloid"
"461",49,48,49,34,48,30,28,28,49,44,44,39,47,47,48,44,39,34,28,30,42,"tabloid"
"462",19,18,19,16,18,16,16,14,19,16,16,16,17,17,18,16,16,16,14,16,18,"tabloid"
"463",39,37,39,32,38,28,30,26,39,33,33,28,37,37,37,33,28,32,26,27,32,"tabloid"
"464",17,15,17,15,17,13,13,14,17,11,11,11,13,13,15,11,11,15,14,13,13,"tabloid"
"465",22,22,22,21,22,22,21,20,22,20,20,18,22,22,22,20,18,21,20,22,19,"tabloid"
"466",29,29,29,24,29,21,26,24,29,27,26,23,28,28,29,26,23,24,24,21,24,"tabloid"
"467",26,25,26,26,26,19,19,25,26,20,20,20,25,25,25,20,20,26,25,18,25,"tabloid"
"468",16,16,16,16,16,15,15,13,16,14,14,12,16,16,16,14,12,16,13,14,14,"tabloid"
"469",67,64,67,45,65,47,46,42,67,56,56,54,64,64,64,56,54,45,41,43,60,"tabloid"
"470",16,15,15,12,15,11,10,11,16,15,15,13,15,14,15,15,13,11,11,11,14,"tabloid"
"471",19,17,19,14,18,12,13,13,19,14,14,12,15,15,17,14,12,14,13,12,13,"tabloid"
"472",19,19,19,19,19,19,19,19,19,18,18,17,19,19,19,18,17,19,19,19,18,"tabloid"
"473",17,14,17,13,14,11,11,10,17,11,11,9,13,13,14,11,9,12,10,11,13,"tabloid"
"474",43,43,43,34,43,32,34,32,43,40,40,40,43,43,43,40,40,34,32,30,41,"tabloid"
"475",36,36,36,31,36,29,31,30,36,34,34,32,35,35,36,34,32,31,30,29,34,"tabloid"
"476",17,15,16,12,16,12,13,12,17,14,14,12,15,15,15,14,12,12,12,12,14,"tabloid"
"477",31,29,31,28,29,25,24,26,31,28,28,25,27,27,29,28,25,28,26,25,25,"tabloid"
"478",18,18,18,15,18,15,16,11,17,16,15,10,17,17,18,15,10,15,11,14,12,"tabloid"
"479",17,17,17,16,17,13,13,13,17,14,14,13,17,17,17,14,13,16,13,13,16,"tabloid"
"480",37,35,36,30,36,28,27,27,36,33,32,30,33,33,35,32,30,30,27,27,32,"tabloid"
"481",16,14,16,14,14,13,13,12,15,14,14,11,14,14,14,14,11,14,12,12,11,"tabloid"
"482",14,13,14,13,14,10,10,11,14,10,10,10,13,13,13,10,10,13,11,9,13,"tabloid"
"483",29,27,28,22,27,21,23,22,29,21,21,18,25,25,27,21,18,22,21,21,23,"tabloid"
"484",21,21,21,20,21,20,20,19,21,19,19,16,20,20,21,19,16,20,19,20,18,"tabloid"
"485",28,27,28,23,27,24,25,21,28,23,23,23,25,25,27,23,23,23,21,23,24,"tabloid"
"486",25,24,25,19,25,16,18,17,25,20,20,18,24,24,24,20,18,19,17,14,22,"tabloid"
"487",11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,10,11,11,10,10,"tabloid"
"488",13,13,13,13,13,12,13,11,13,11,11,9,12,12,13,11,9,13,11,12,11,"tabloid"
"489",28,25,28,25,26,25,25,22,28,20,20,18,24,24,25,20,18,25,22,25,20,"tabloid"
"490",16,15,16,11,15,12,13,12,15,13,12,10,14,14,15,12,10,11,12,12,11,"tabloid"
"491",28,27,28,22,27,18,17,20,28,24,24,24,27,27,27,24,24,22,20,17,27,"tabloid"
"492",37,34,37,29,35,26,28,30,37,32,32,27,33,33,34,32,27,29,30,25,28,"tabloid"
"493",18,17,17,15,18,13,13,12,17,14,14,13,16,16,17,14,13,15,12,13,16,"tabloid"
"494",16,13,16,14,13,15,15,13,15,12,12,9,13,13,13,12,9,14,13,15,10,"tabloid"
"495",23,22,23,18,22,13,13,18,23,19,19,13,20,20,22,19,13,18,18,13,14,"tabloid"
"496",38,37,38,31,37,30,29,29,38,31,31,31,37,37,37,31,31,31,29,29,37,"tabloid"
"497",34,32,34,26,33,23,24,21,34,29,28,22,31,31,32,28,22,26,21,22,25,"tabloid"
"498",23,22,23,16,22,17,17,13,23,18,18,15,20,20,22,18,15,16,13,17,17,"tabloid"
"499",31,30,30,21,30,18,18,22,31,25,25,24,28,28,30,25,24,21,22,17,28,"tabloid"
"500",13,11,13,12,11,11,11,11,13,11,11,10,11,11,11,11,10,12,11,11,10,"tabloid"
"501",17,17,17,17,17,16,17,16,17,16,16,13,17,17,17,16,13,17,16,16,14,"tabloid"
"502",23,20,23,18,20,16,18,17,22,18,17,15,19,19,20,17,15,18,17,16,16,"tabloid"
"503",35,33,35,24,33,26,28,21,35,32,32,30,33,33,33,32,30,23,20,25,31,"tabloid"
"504",18,18,18,14,18,14,14,13,18,16,16,11,18,18,18,16,11,14,13,14,12,"tabloid"
"505",52,48,51,46,48,43,42,43,52,43,42,40,47,47,48,42,40,46,43,43,45,"tabloid"
"506",18,17,18,17,17,12,12,15,18,15,15,14,16,15,17,15,14,17,15,12,15,"tabloid"
"507",19,19,19,18,19,17,16,16,19,18,18,17,19,19,19,18,17,18,16,15,18,"tabloid"
"508",25,25,25,23,25,22,22,22,25,24,24,23,25,25,25,24,23,23,22,22,24,"tabloid"
"509",21,21,21,21,21,16,16,18,21,19,19,16,20,20,21,19,16,21,18,16,18,"tabloid"
"510",24,23,24,20,22,16,16,17,24,21,21,20,23,22,22,21,20,20,17,16,21,"tabloid"
"511",40,40,40,32,40,22,29,32,40,35,35,31,39,39,40,35,31,32,32,22,32,"tabloid"
"512",35,34,35,29,34,29,29,30,35,25,25,23,31,31,33,25,23,29,30,29,28,"tabloid"
"513",37,36,37,25,36,21,23,25,37,29,29,28,36,36,36,29,28,25,25,19,32,"tabloid"
"514",17,17,17,12,17,12,11,9,17,15,15,14,17,17,17,15,14,12,9,12,14,"tabloid"
"515",15,15,15,15,15,15,15,15,15,13,13,13,15,15,15,13,13,15,15,14,15,"tabloid"
"516",38,36,38,30,36,28,30,26,38,32,32,32,35,35,36,32,32,29,26,27,35,"tabloid"
"517",19,16,19,14,18,14,13,14,19,15,15,13,16,16,16,15,13,14,14,14,14,"tabloid"
"518",19,18,19,14,19,15,14,14,19,16,16,13,17,17,18,16,13,13,14,15,14,"tabloid"
"519",15,15,15,12,15,11,11,11,15,14,14,11,14,13,15,14,11,12,11,11,11,"tabloid"
"520",13,13,13,12,13,12,12,9,13,12,12,12,13,13,13,12,12,12,9,12,13,"tabloid"
"521",18,18,18,15,18,14,14,12,18,16,16,14,18,18,18,16,14,15,12,13,14,"tabloid"
"522",24,22,24,17,24,16,15,14,23,20,19,19,21,21,22,19,19,17,14,16,19,"tabloid"
"523",32,31,31,27,31,23,24,22,31,29,28,27,30,30,31,28,27,27,22,22,29,"tabloid"
"524",14,13,14,14,14,13,13,11,14,11,11,10,13,13,13,11,10,14,11,13,12,"tabloid"
"525",11,10,11,10,10,10,11,10,11,9,9,9,10,10,10,9,9,10,10,10,10,"tabloid"
"526",29,29,29,23,29,19,19,18,29,26,26,23,29,29,29,26,23,23,17,19,24,"tabloid"
"527",15,15,15,14,15,12,13,11,14,13,12,11,14,14,15,12,11,13,11,12,13,"tabloid"
"528",26,26,26,23,25,19,18,18,26,24,24,22,26,25,25,24,22,23,18,19,23,"tabloid"
"529",12,12,12,10,12,10,10,9,12,10,10,10,12,12,12,10,10,10,9,10,12,"tabloid"
"530",55,55,55,28,55,21,25,21,55,52,51,46,55,55,55,51,46,28,21,19,48,"tabloid"
"531",15,15,15,13,15,13,15,13,15,12,12,11,15,15,15,12,11,13,13,13,13,"tabloid"
"532",18,16,18,15,16,14,15,12,18,16,16,14,16,16,16,16,14,15,11,14,14,"tabloid"
"533",25,24,25,22,24,21,21,18,25,23,23,21,24,24,24,23,21,22,18,21,22,"tabloid"
"534",24,22,24,20,23,21,21,18,24,21,21,19,22,22,22,21,19,20,18,21,19,"tabloid"
"535",25,24,25,23,24,17,18,19,25,23,23,22,24,24,24,23,22,23,19,16,24,"tabloid"
"536",26,24,26,20,24,21,22,22,26,23,23,16,24,24,24,23,16,20,22,21,16,"tabloid"
"537",21,20,21,19,21,16,16,17,20,16,15,14,18,18,20,15,14,19,17,14,15,"tabloid"
"538",15,14,15,13,14,14,14,11,15,14,14,13,14,14,14,14,13,13,11,13,13,"tabloid"
"539",31,29,31,24,30,24,22,24,31,25,25,23,29,29,29,25,23,23,24,23,26,"tabloid"
"540",19,19,19,16,19,17,17,16,19,19,19,17,19,19,19,19,17,16,16,17,17,"tabloid"
"541",15,15,15,12,15,14,14,13,15,13,13,13,14,14,15,13,13,12,13,14,14,"tabloid"
"542",25,24,25,21,24,23,23,22,25,23,23,23,24,24,24,23,23,20,22,22,24,"tabloid"
"543",19,18,19,18,18,13,14,14,18,16,16,15,18,18,18,16,15,18,14,12,16,"tabloid"
"544",22,21,22,18,21,17,15,17,21,19,18,17,21,21,21,18,17,18,17,15,18,"tabloid"
"545",20,17,19,16,18,12,12,11,19,15,15,9,17,17,17,15,9,16,10,12,10,"tabloid"
"546",21,19,21,17,21,15,15,15,21,17,17,13,18,18,19,18,13,17,15,13,14,"tabloid"
"547",41,39,41,36,39,30,31,35,41,35,35,28,36,36,39,35,28,36,35,29,32,"tabloid"
"548",17,17,17,15,17,13,11,14,17,14,14,13,15,15,17,14,13,15,14,13,15,"tabloid"
"549",16,16,16,16,16,15,15,12,16,15,15,13,15,15,16,15,13,16,12,14,14,"tabloid"
"550",9,9,9,9,9,9,9,9,9,7,7,6,9,9,9,7,6,9,9,9,8,"tabloid"
"551",18,16,18,11,16,15,15,14,18,13,13,10,16,16,16,13,10,11,14,15,12,"tabloid"
"552",37,35,36,29,35,22,22,26,37,27,27,24,33,33,35,27,24,29,26,22,32,"tabloid"
"553",31,30,31,25,30,23,22,26,31,30,30,24,30,30,30,30,24,25,26,23,24,"tabloid"
"554",17,16,17,14,16,13,13,14,17,14,14,14,15,15,16,14,14,14,14,13,15,"tabloid"
"555",24,24,24,19,24,19,20,17,24,21,21,20,24,24,24,21,20,19,17,19,23,"tabloid"
"556",15,14,15,11,15,8,12,9,15,13,13,11,13,13,14,13,11,11,9,8,12,"tabloid"
"557",43,43,43,36,43,31,32,31,43,35,35,35,43,43,43,35,35,35,30,31,43,"tabloid"
"558",29,29,29,28,29,22,24,26,29,27,27,26,29,29,29,27,26,28,26,22,28,"tabloid"
"559",71,69,71,55,69,47,51,47,71,55,53,46,62,62,69,53,46,55,47,45,54,"tabloid"
"560",37,34,37,32,36,32,30,26,37,32,32,29,33,33,34,32,29,32,26,32,31,"tabloid"
"561",18,15,18,15,16,17,16,14,18,11,11,10,12,12,15,11,10,15,14,17,11,"tabloid"
"562",38,35,36,28,37,26,27,23,38,31,31,26,32,32,35,31,26,28,22,26,31,"tabloid"
"563",33,33,33,28,33,27,31,25,33,30,30,29,32,32,33,30,29,28,25,27,30,"tabloid"
"564",28,26,28,18,27,12,12,20,28,23,23,20,26,26,26,23,20,18,20,11,23,"tabloid"
"565",14,14,14,13,14,14,14,13,14,12,12,11,13,13,14,12,11,13,13,14,12,"tabloid"
"566",25,25,25,21,25,18,17,21,25,21,21,20,24,24,25,21,20,21,20,16,21,"tabloid"
"567",22,22,22,21,21,19,19,17,22,19,19,17,22,21,21,19,17,21,17,19,19,"tabloid"
"568",32,32,32,26,32,16,22,20,32,29,29,27,32,32,32,29,27,26,20,16,29,"tabloid"
"569",15,15,15,14,15,14,14,15,15,13,13,13,15,15,15,13,13,14,15,14,14,"tabloid"
"570",14,14,14,14,14,14,14,13,14,10,10,8,14,14,14,10,8,14,13,14,11,"tabloid"
"571",16,16,16,11,16,10,11,11,16,14,14,11,16,16,16,14,11,11,11,10,12,"tabloid"
"572",16,16,16,10,16,11,14,13,16,13,13,13,15,15,16,13,13,10,13,10,14,"tabloid"
"573",17,15,17,16,16,14,13,15,17,15,15,14,15,15,15,15,14,16,15,14,15,"tabloid"
"574",24,23,24,21,23,18,20,19,24,19,19,15,21,21,23,19,15,21,19,18,17,"tabloid"
"575",29,28,29,24,28,23,24,23,29,24,24,22,26,26,28,24,22,24,23,23,25,"tabloid"
"576",17,15,17,14,15,13,13,13,16,13,12,12,14,14,15,12,12,14,13,13,13,"tabloid"
"577",21,20,20,18,21,17,17,15,21,18,18,17,19,19,20,18,17,18,15,17,19,"tabloid"
"578",25,22,24,19,22,17,18,18,25,20,20,19,22,22,22,20,19,19,18,16,21,"tabloid"
"579",23,22,23,19,22,17,16,17,23,21,21,19,22,22,22,21,19,19,17,17,20,"tabloid"
"580",22,21,22,19,21,19,18,16,22,21,21,17,20,20,21,21,17,19,16,19,17,"tabloid"
"581",24,24,24,22,24,19,20,18,24,22,22,22,23,23,24,22,22,22,18,19,23,"tabloid"
"582",26,25,26,26,26,24,24,23,26,23,23,23,25,25,25,23,23,26,23,24,26,"tabloid"
"583",42,36,42,37,38,30,31,33,42,36,36,35,36,36,36,36,35,37,33,27,36,"tabloid"
"584",15,14,15,14,14,13,14,13,15,14,14,14,13,13,14,14,14,14,13,13,14,"tabloid"
"585",23,23,23,21,23,20,19,20,23,22,22,20,22,22,23,22,20,21,20,19,21,"tabloid"
"586",14,14,14,12,14,12,12,12,13,13,12,12,13,13,14,12,12,12,12,12,13,"tabloid"
"587",26,25,26,23,26,22,23,24,26,22,22,22,24,24,25,22,22,23,24,22,25,"tabloid"
"588",17,15,17,13,16,13,14,14,17,13,13,12,14,14,15,13,12,13,14,13,14,"tabloid"
"589",34,32,34,27,31,24,23,26,34,28,28,27,31,30,31,28,27,27,26,24,29,"tabloid"
"590",13,13,13,12,13,11,12,11,13,13,13,13,13,13,13,13,13,12,11,11,13,"tabloid"
"591",19,19,19,18,19,16,16,18,19,17,17,17,19,19,19,17,17,18,18,16,19,"tabloid"
"592",17,17,17,16,17,16,15,15,17,15,15,15,17,17,17,15,15,16,15,16,17,"tabloid"
"593",11,10,11,9,10,9,9,7,11,10,10,10,10,10,10,10,10,9,7,9,10,"tabloid"
"594",53,47,52,31,47,27,30,34,52,35,34,28,46,46,47,34,28,31,33,25,39,"tabloid"
"595",29,29,29,23,29,19,18,20,29,25,25,19,27,27,29,25,19,23,19,18,22,"tabloid"
"596",21,21,21,18,21,16,17,17,21,18,18,15,19,19,21,18,15,18,17,16,16,"tabloid"
"597",26,25,26,20,25,19,19,15,26,21,21,17,24,24,25,21,17,20,15,17,20,"tabloid"
"598",82,78,82,61,79,54,55,48,82,58,56,48,77,77,78,56,48,61,48,49,61,"tabloid"
"599",24,23,24,19,23,15,14,15,24,19,19,19,23,23,23,19,19,19,15,14,23,"tabloid"
"600",41,39,41,34,40,36,35,33,41,33,33,32,38,38,39,33,32,34,33,34,36,"tabloid"
"601",17,15,17,14,15,16,16,15,17,13,13,13,15,15,15,13,13,14,15,16,16,"tabloid"
"602",35,35,35,34,35,31,31,25,35,27,27,24,34,34,35,27,24,34,25,31,30,"tabloid"
"603",20,19,20,17,19,13,14,16,20,17,17,16,17,17,19,17,16,17,16,13,17,"tabloid"
"604",38,36,38,37,38,36,35,31,38,32,32,30,35,35,36,32,30,37,31,36,33,"tabloid"
"605",31,31,31,30,31,28,29,26,30,28,28,28,31,31,31,28,28,30,26,26,30,"tabloid"
"606",26,23,26,24,24,26,26,25,25,19,18,18,23,23,23,18,18,24,25,25,25,"tabloid"
"607",14,12,14,12,13,12,11,13,14,10,10,10,10,10,12,10,10,12,13,12,10,"tabloid"
"608",24,22,24,18,23,15,16,15,24,19,19,15,21,21,22,19,15,18,15,14,15,"tabloid"
"609",18,18,18,15,18,12,14,13,18,16,16,15,18,17,18,16,15,15,13,11,15,"tabloid"
"610",21,19,21,19,19,15,17,15,21,16,16,15,19,19,19,16,15,19,14,14,18,"tabloid"
"611",18,18,18,18,18,16,16,15,18,15,14,14,18,18,18,14,14,18,15,16,17,"tabloid"
"612",21,21,21,18,21,16,14,17,21,18,17,16,20,20,21,17,16,18,17,15,18,"tabloid"
"613",33,33,33,30,33,31,31,29,33,28,28,26,33,33,33,28,26,30,28,30,31,"tabloid"
"614",55,55,55,49,55,45,46,47,55,50,50,48,55,55,55,50,48,49,47,44,52,"tabloid"
"615",42,42,42,35,42,30,33,30,42,35,35,30,40,40,42,35,30,35,29,30,32,"tabloid"
"616",42,40,42,35,41,31,30,30,41,26,24,18,37,37,40,24,18,35,30,28,28,"tabloid"
"617",29,29,29,27,29,23,22,20,29,26,26,15,28,28,29,26,15,27,20,22,18,"tabloid"
"618",22,21,22,19,21,19,20,19,22,19,19,18,20,20,21,19,18,19,19,19,19,"tabloid"
"619",19,18,19,17,18,17,17,14,19,14,14,14,17,17,18,14,14,17,14,17,18,"tabloid"
"620",31,30,31,22,31,24,22,17,31,26,26,25,30,30,30,26,25,22,17,21,28,"tabloid"
"621",26,26,26,23,26,20,21,23,26,24,24,22,26,26,26,24,22,23,23,19,22,"tabloid"
"622",17,17,17,15,17,14,14,17,17,13,13,11,17,17,17,13,11,15,17,14,15,"tabloid"
"623",11,11,11,11,11,9,7,11,11,9,9,9,10,10,11,9,9,11,11,9,11,"tabloid"
"624",21,19,20,13,21,15,17,12,21,19,19,19,18,18,19,19,19,13,12,13,19,"tabloid"
"625",27,26,27,13,26,17,19,12,27,23,23,20,24,24,26,23,20,13,12,16,21,"tabloid"
"626",13,13,13,12,13,12,12,11,13,11,11,10,13,13,13,11,10,12,11,12,12,"tabloid"
"627",28,27,28,23,27,21,22,17,28,26,26,26,27,27,27,26,26,23,17,21,27,"tabloid"
"628",21,20,21,17,20,15,15,15,21,17,17,15,19,19,20,17,15,17,15,13,17,"tabloid"
"629",20,18,20,17,18,16,17,13,20,15,15,15,17,17,18,15,15,17,13,15,17,"tabloid"
"630",19,19,19,18,19,15,16,17,19,18,18,16,17,17,19,18,16,18,16,15,16,"tabloid"
"631",23,21,23,19,21,16,16,18,23,17,17,17,19,19,21,17,17,19,18,16,19,"tabloid"
"632",19,19,19,18,19,16,17,19,19,17,17,16,19,19,19,17,16,18,19,14,18,"tabloid"
"633",27,27,27,26,27,25,23,23,27,24,24,22,27,27,27,24,22,26,23,25,25,"tabloid"
"634",21,20,21,20,21,18,18,20,21,14,14,14,20,20,20,14,14,20,20,18,20,"tabloid"
"635",15,14,15,12,14,13,13,12,14,13,12,10,13,13,14,12,10,12,12,13,10,"tabloid"
"636",12,12,12,10,12,10,10,10,12,9,9,8,11,11,12,9,8,10,10,10,9,"tabloid"
"637",18,17,18,18,17,17,17,16,18,12,12,11,17,17,17,12,11,18,16,17,14,"tabloid"
"638",14,13,14,13,13,10,10,8,14,11,11,10,12,12,13,11,10,13,8,10,12,"tabloid"
"639",33,30,33,26,30,23,23,29,33,28,28,27,28,28,30,28,27,26,28,22,29,"tabloid"
"640",27,26,27,21,27,18,19,23,27,24,24,23,26,26,26,24,23,21,22,17,25,"tabloid"
"641",14,13,13,12,14,11,11,10,14,12,12,10,12,12,13,12,10,12,10,11,11,"tabloid"
"642",43,41,43,38,41,28,29,34,43,34,34,33,41,41,41,34,33,38,34,28,41,"tabloid"
"643",13,12,13,12,12,10,12,12,13,9,9,8,12,12,12,9,8,12,12,10,11,"tabloid"
"644",13,13,13,13,13,12,12,12,13,12,12,12,12,12,13,12,12,13,12,12,12,"tabloid"
"645",21,21,21,21,21,15,17,18,21,19,19,19,21,21,21,19,19,21,18,15,21,"tabloid"
"646",25,24,25,22,24,21,22,20,25,20,20,20,24,24,24,20,20,22,20,21,24,"tabloid"
"647",35,34,35,33,34,29,29,31,35,28,28,28,34,34,34,28,28,33,31,28,33,"tabloid"
"648",31,31,31,27,31,29,29,26,31,28,28,28,30,30,31,28,28,26,26,29,31,"tabloid"
"649",28,25,28,25,25,22,21,19,28,24,24,12,24,23,24,24,12,25,19,22,12,"tabloid"
"650",14,12,14,14,13,12,12,11,14,11,11,11,12,12,12,11,11,14,11,12,12,"tabloid"
"651",98,93,98,82,95,70,78,79,98,78,74,71,90,90,93,74,71,81,77,62,83,"tabloid"
"652",24,21,24,19,21,18,18,17,23,18,18,14,21,21,21,18,14,19,17,18,16,"tabloid"
"653",12,12,12,12,12,11,11,12,12,10,10,10,11,11,12,10,10,12,12,11,12,"tabloid"
"654",12,12,12,10,12,10,11,11,11,12,11,10,11,11,12,11,10,10,11,9,10,"tabloid"
"655",18,15,18,15,16,12,13,13,18,13,13,11,15,15,15,13,11,15,13,12,11,"tabloid"
"656",37,35,37,31,35,20,21,27,37,34,34,33,34,34,35,34,33,31,27,18,33,"tabloid"
"657",22,21,22,19,20,19,17,15,21,18,18,15,20,19,20,18,15,19,15,19,16,"tabloid"
